hotelName,locale,checkinDate,checkoutDate,tripType,tripPurpose,userLocation,rating,numOfDaysStay,reviewDate,reviewText
3HB Faro,en-gb,2024-06-05,2024-06-06,couple,leisure,au,4,1,2024-06-11 15:08:51,pros: What a wonderful surprise this town and Hotel were 🥰 cons: Nothing to complain about
3HB Faro,en-us,2024-06-05,2024-06-07,couple,leisure,il,3.59999990463257,2,2024-06-11 14:25:03,pros: Staff is kind and helpful rooms are specious rooftop is amazing breakfast is delicious cons: 
3HB Faro,en-gb,2024-06-06,2024-06-10,couple,leisure,gb,4,4,2024-06-11 11:45:39,pros: Everything was superb. Not often you can’t find a fault with a hotel but 3HBwas the exception. Service was excellent and friendly. Lovely breakfast and a great restaurant recommendation. Would thoroughly recommend. cons: Nothing.
3HB Faro,en-gb,2024-06-09,2024-06-10,couple,leisure,au,4,1,2024-06-10 23:21:14,pros: Beautiful interior lovely rooms and exceptional staff cons: Nothing
3HB Faro,en-gb,2024-06-04,2024-06-06,couple,business,gb,3.20000004768372,2,2024-06-10 13:23:42,pros: The staff are very good in this hotel and nothing is too much trouble. It is in impeccable condition and very chic. I loved the Marshall bluetooth speaker in the bedroom. It is the perfect place for a 1 or 2 day stop-over on route to the airport or another resort if timings or flights are an issue. cons: 
3HB Faro,en-gb,2024-06-07,2024-06-09,couple,leisure,nz,4,2,2024-06-10 09:57:01,pros: Very helpful staff and a great central location cons: A minor issue - the lack of face flannels for the bathroom.
3HB Faro,en-gb,2024-06-06,2024-06-09,couple,leisure,gb,4,3,2024-06-09 22:34:46,pros: Everything about this hotel was perfect. The rooms the facilities the food options the staff. We loved it. cons: Nothing
3HB Faro,en-gb,2024-06-03,2024-06-07,couple,leisure,gb,4,4,2024-06-09 16:27:17,pros: This was our second stay at this hotel and the high standard is maintained. Excellent food choice at breakfast. Friendly   attentive professional staff especially Paulo at breakfast.  Will look forward to staying at 3HB Faro again. cons: Everything was good.
3HB Faro,en-gb,2024-03-13,2024-03-16,couple,leisure,gb,4,3,2024-06-09 14:24:40,pros: Great location right in the middle of Faro but also on a quiet pedestrianised street. Very tasty breakfast with a big variety (a-la carte and buffet). Spa area compact but clean and efficient. Nice views from the rooftop. Staff was very friendly. Room basically soundproof. Well recommended. cons: Everything spot on.
3HB Faro,en-gb,2024-05-31,2024-06-04,solo_traveller,leisure,fr,4,4,2024-06-08 12:54:05,pros: Everything! cons: Nothing!
3HB Faro,en-gb,2024-06-03,2024-06-07,couple,leisure,gb,4,4,2024-06-08 00:20:35,"pros: Perfect location
Amazing decor
Clean
Room service 100%
Wonderful facilities
Restaurants x2
Spar + 2 pools
Staff were polite: helpful: well trained: professional: courteous and met expectations
Help desk went the extra mile to please cons: Nothing couldn’t find fault"
3HB Faro,en-gb,2024-05-31,2024-06-03,couple,leisure,ie,4,3,2024-06-07 12:01:26,pros: The hotel was very clean and modern. Food was excellent. Staff were very friendly and helpful. The pool and rooftop area was fabulous. cons: We loved everything!
3HB Faro,en-us,2024-05-31,2024-06-01,couple,leisure,ca,4,1,2024-06-06 13:37:26,pros: Location everything top of the line cons: Beautiful rooms the pool top notch and location
3HB Faro,en-us,2024-06-04,2024-06-05,couple,leisure,gb,4,1,2024-06-06 07:56:43,pros: Very stylish and great bedrooms cons: 
3HB Faro,en-gb,2024-05-24,2024-05-25,couple,leisure,hr,3.59999990463257,1,2024-06-05 19:16:41,pros: Everything cons: Nothing
3HB Faro,en-gb,2024-05-29,2024-05-31,couple,leisure,gb,4,2,2024-06-05 09:04:22,pros: The staff were astonishingly helpful. Every problem was sorted without fuss or drama. cons: It was perfect no complaints whatsoever.
3HB Faro,en-gb,2024-05-30,2024-06-04,couple,leisure,de,3.20000004768372,5,2024-06-05 08:10:32,"pros: Very clean modern hotel. 
Staff very  friendly and helpful.
Will definitely recommend it. cons: "
3HB Faro,en-gb,2024-05-26,2024-05-31,family_with_children,leisure,gb,4,5,2024-06-04 15:52:50,pros: There was nothing to fault - friendly enthusiastic service fantastic facilities and thoughtful touches! cons: Everything was fantastic
3HB Faro,en-gb,2024-06-02,2024-06-03,couple,leisure,pt,4,1,2024-06-03 22:04:13,pros: Impecable cons: Nothing
3HB Faro,en-us,2024-05-24,2024-05-29,solo_traveller,leisure,ca,4,5,2024-06-02 21:51:18,pros: Lovely room lovely common areas and lovely staff cons: All good
3HB Faro,en-gb,2024-05-26,2024-05-28,review_category_group_of_friends,leisure,gb,4,2,2024-06-01 12:50:19,pros: Beautiful relaxing hotel with incredible staff who went above and beyond at all times. Would love to stay again and would recommend to anyone travelling to Faro. cons: 
3HB Faro,en-gb,2024-05-27,2024-05-31,family_with_children,leisure,gb,4,4,2024-05-31 22:52:16,pros: Amazing boutique hotel in a great location. Service was top class and as a result one of the best hotels I’ve stayed at. cons: Nothing
3HB Faro,en-gb,2024-05-18,2024-05-24,couple,leisure,gb,4,6,2024-05-29 18:24:07,pros: A fantastic hotel with rooms and facilities offering the highest standard and staff that try to look after your every need.  Would certainly go back and recommend to friends and family cons: There was only one time we were disappointed and that was when we were trying to pick wine to accompany our evening meal the sommelier did not appear to be interested in giving us the time of level of service the other staff offered
3HB Faro,en-gb,2024-05-18,2024-05-25,couple,leisure,gb,4,7,2024-05-29 16:40:36,pros: Beautiful property clean and well run. cons: 
3HB Faro,en-gb,2024-05-24,2024-05-25,couple,leisure,gb,4,1,2024-05-29 15:20:43,pros: We got upgraded by the lovely reception team. All of the staff were incredibly friendly and the facilities are amazing! cons: Nothing
3HB Faro,en-gb,2024-05-21,2024-05-26,solo_traveller,leisure,gb,3.59999990463257,5,2024-05-27 20:24:19,"pros: The staff were awesome. Nilton Claudia Isabel and the two older gentleman who do the wine and breakfast were fantastic and attentive. Ana with the information was a star who recommended awesome things to do whilst I was in Faro that all turned out to be fantastic.
Lastly the reception head and other staff were very helpful and sent a wonderful 40th birthday message to me which was a lovely surprise. cons: The location was great but was slightly a nuisance that cars/taxis had to drop off and pick up from down the road. but this can’t be helped.
Other than that it would be nice to have some variety within the week for the breakfast though the options were delicious."
3HB Faro,en-gb,2024-05-25,2024-05-26,couple,leisure,gb,4,1,2024-05-26 23:16:24,pros: Superb breakfast. Great location. Staff really friendly. Lovely bedroom. Pool and bar on 4th floor excellent. cons: Nothing. Never said this before ! Will return.
3HB Faro,en-gb,2024-05-08,2024-05-15,couple,leisure,gb,3.59999990463257,7,2024-05-20 16:07:51,pros: Excellent breakfast. Wide selection of fresh foods pastries and well-prepared hot dishes. Great en suite shower with high-quality fittings. Comfortable bed and good quality linen. The minibar was refreshed with water and cola daily. Good-sized easy-to-use safe. Enough wardrobe space and hangers for our 7-night stay. Easy to use gym open 24/7. Chambermaids were very efficient. Sound insulation meant the hotel was quiet even though we were in the centre of town. The staff were very responsive and fixed a couple of small maintenance issues with the room quickly and efficiently. cons: There was nothing we disliked. Having some lighter food options on the roof terrace in the evening would have made the area easier to use rather than having to order a full meal.
3HB Faro,en-gb,2024-05-16,2024-05-18,solo_traveller,business,se,4,2,2024-05-19 11:05:53,pros: Great location and staff! cons: 
3HB Faro,en-gb,2024-05-10,2024-05-12,couple,leisure,gb,4,2,2024-05-16 11:26:46,pros: Amazing facilities. The best included breakfast ever. Lovely staff. cons: The hotel was the highlight the location is okaaayyy.
3HB Faro,en-gb,2024-05-08,2024-05-11,couple,leisure,gb,4,3,2024-05-15 13:10:58,pros: Excellent hotel - right in centre of Faro. Great facilities and very comfortable room. Staff are all extremely helpful and welcoming. cons: Would have been nice to have a sun bed on the balcony which was huge and sun beds can be difficult to get beside the pool.
3HB Faro,en-gb,2024-05-12,2024-05-14,couple,leisure,gb,4,2,2024-05-14 22:02:39,"pros: Everything. Staff were amazing. House keeping reception and waiters. All amazing. Italian restaurant staff great as well as those at breakfast. 
Rooms gorgeous. Spa bath a treat. cons: Nothing."
3HB Faro,en-gb,2024-05-09,2024-05-12,couple,leisure,lu,4,3,2024-05-13 11:20:20,pros: Perfect location beautiful design and amazing staff. cons: 
3HB Faro,en-gb,2024-05-06,2024-05-11,review_category_group_of_friends,leisure,gb,4,5,2024-05-13 07:24:48,pros: The location of the hotel is conveniently situated. cons: Really nice furnishings clean and comfortable. Super roof terrace with great sunbathing facilities.
3HB Faro,en-gb,2024-04-14,2024-04-15,review_category_group_of_friends,leisure,za,3.59999990463257,1,2024-05-13 07:17:53,pros: The staff were helpful and pleasant. The hotel room was great especially the rooftop bar and pool.  Great location cons: I was dissapointed that children were allowed into the spa area. It was noisy and no where to relax
3HB Faro,en-gb,2024-05-09,2024-05-10,couple,leisure,gb,4,1,2024-05-11 07:49:41,pros: Great location. Quiet very comfortable room. Friendly staff. Great food. Loved the rooftop bar! cons: 
3HB Faro,en-gb,2024-05-07,2024-05-09,couple,leisure,gb,3.59999990463257,2,2024-05-09 22:20:52,pros: One of the best breakfasts we received in Pportugal cons: No complaints
3HB Faro,en-gb,2024-05-03,2024-05-08,couple,leisure,ie,4,5,2024-05-08 18:45:30,pros: Everything was amazing! The room was large and clean. The breakfast was delicious with a lot of choices (fresh fruit local pastries cakes cheese savory food). The staff was amazing they did everything to make us comfortable and relaxed. cons: Nothing everything was great
3HB Faro,en-us,2024-05-03,2024-05-04,couple,leisure,il,4,1,2024-05-04 22:27:56,pros: Large comfortable room and bed and the best breakfast ever cons: Nothing
3HB Faro,en-us,2024-04-29,2024-05-03,solo_traveller,leisure,au,4,4,2024-05-03 23:08:56,pros: The staff were professional and helpful. The breakfast was superb. Thank you for an enjoy experience. cons: I cannot thing of a comment.
3HB Faro,en-us,2024-04-27,2024-04-28,solo_traveller,business,nl,4,1,2024-05-01 13:50:49,pros: Love this one. Great hotel fantastic service very.nice room. Great Breakfast. Loved the Italian restaurant. cons: My room did not have a view but the rooftop bar made up for that.
3HB Faro,en-gb,2024-04-26,2024-04-30,family_with_children,leisure,si,4,4,2024-05-01 11:34:28,pros: Clean friendly super nice cons: 
3HB Faro,en-gb,2024-04-26,2024-04-30,couple,leisure,gb,3.59999990463257,4,2024-05-01 09:25:18,pros: It had everything cons: 
3HB Faro,en-us,2024-04-25,2024-04-27,couple,leisure,us,4,2,2024-04-29 15:47:20,pros: A lovely 5 star hotel in the center of old town Faro close to restaurants cafes and the waterfront. Exceptional service from everyone we met. A lovely pool on the roof of the building along with a first class restaurant serving delicious food. Definitely a great place to stay in Faro. cons: 
3HB Faro,en-gb,2024-04-26,2024-04-28,family_with_children,leisure,gb,4,2,2024-04-29 08:50:20,pros: Everything .The staff very friendly.went above and beyond.Breakfast great. Location great .Rooftop lovely . Staff on the rooftop in the day so lovely couldn't do enough.Beds comfortable . cons: Restrauant on Rooftop in the evening Staff need a bit of training very patronising and rude.Food over priced and wasn't great. Lighting in room was a bit tricky to use .lol
3HB Faro,en-gb,2024-04-20,2024-04-27,couple,leisure,gb,4,7,2024-04-28 11:35:24,"pros: The breakfast was excellent the staff were friendly especially Paulo and Rubin.
The location was more than great. cons: Everything was p"
3HB Faro,en-gb,2024-04-17,2024-04-21,couple,leisure,ie,4,4,2024-04-27 16:20:52,pros: Rooftop bar food and Spa cons: No view from the bedroom
3HB Faro,en-us,2024-04-20,2024-04-24,couple,leisure,us,4,4,2024-04-25 13:50:10,pros: Location cleanliness friendly staff super hotel cons: N/A
3HB Faro,en-gb,2024-04-12,2024-04-19,family_with_children,leisure,gb,4,7,2024-04-23 17:09:06,"pros: Included breakfast - great choice
Room well-equipped
Downstairs restaurant (NERO) - food superb service excellent. cons: Rooftop restaurant food was OK but slightly disappointing for the price."
3HB Faro,en-gb,2024-04-21,2024-04-22,couple,leisure,gb,4,1,2024-04-23 10:40:54,pros: Staff were so helpful cons: 
3HB Faro,en-us,2024-04-17,2024-04-21,couple,leisure,my,3.59999990463257,4,2024-04-22 19:38:38,pros: The location was fantastic close to plenty of restaurants the marina and shops. The rooms were modern really comfortable and had all the facilities we wanted. cons: Nothing.
3HB Faro,en-gb,2024-04-18,2024-04-19,family_with_children,leisure,gb,4,1,2024-04-20 13:29:21,pros: Rooftop area outdoor pool room and shower room- all fabulous. Great location in middle of Faro. Staff very friendly and helpful. cons: Nothing
3HB Faro,en-gb,2024-04-14,2024-04-17,couple,leisure,gb,4,3,2024-04-19 17:44:06,pros: Amazing staff that couldn’t do enough for you. Great facilities from the rooftop to indoor spar. Amazing food and highly recommend dinner at Habito. cons: Nothing
3HB Faro,en-us,2024-04-16,2024-04-18,solo_traveller,leisure,ie,4,2,2024-04-19 04:30:54,pros: I am so in love with everything in the hotel  Best hotel in Faro. cons: There was nothing not to like
3HB Faro,en-gb,2024-04-14,2024-04-17,couple,leisure,gb,4,3,2024-04-18 21:20:02,pros: Absolutely beautiful. Staff very attentive. Comfy bed great bathroom. Fabulous pool. Ideal location. cons: Nothing
3HB Faro,en-gb,2024-04-12,2024-04-16,couple,business,gb,4,4,2024-04-17 10:41:37,pros: Breakfast was exceptional.  All the staff were outstanding really wanting guests to have a great holiday. cons: The pool was a bit chilly but it was only April!  Maybe a solar panel or two could be used to heat it mid season.
3HB Faro,en-gb,2024-04-11,2024-04-13,family_with_children,leisure,au,4,2,2024-04-17 10:21:32,pros: Very convenient location family friendly spa experience was amazing food at the hotel itself was lovely very comfortable rooms and service was great everything recommended by the staff was perfect cons: Nothing
3HB Faro,en-us,2024-04-12,2024-04-14,couple,leisure,ca,3.59999990463257,2,2024-04-16 23:16:08,pros: Our room was amazing so was the rooftop pool and the breakfast restaurant. I had the best white sangria ever. cons: 
3HB Faro,en-gb,2024-04-07,2024-04-15,family_with_children,leisure,gb,3.59999990463257,8,2024-04-16 14:53:25,"pros: I thought that the breakfast was very good with lots of different meal options and everything fresh and nice. The staff were very friendly and helpful; the only thing I didn't like was that each morning they made you wait for a long time before allocating you a table. You cannot enter the breakfast dining area before giving your room number and often times the entrance was staffless which made it slower than necessary. 

The bedroom beds were exceptionally comfortable with high quality cotton bed linen and great towels slippers and robes provided :) cons: The rooftop pool was very small and ice cold. The indoor spa pool was also cold very small and full of children. I booked this holiday to be able to swim daily for health but the pools were too small to do laps in and very cold. 

I ordered a bowl of ice cream  on the rooftop bar and inquired about the pricing I asked for a menu she said Ice cream was not on the menu— I asked whether it was priced by the bowl or by the scoop. The server informed me it was by the bowl. When I asked how many scoops were included in a bowl she responded ""As many as you want.""

Feeling perplexed by the vague response I decided to order three scoops of ice cream. To my surprise I was charged £4.50 per scoop making it the most expensive ice cream I have ever had in my life at £13.50 for a bowl. Be careful on the rooftop everything is overpriced and they are sometimes forgetful to give you menus with prices."
3HB Faro,en-gb,2024-04-11,2024-04-14,couple,leisure,gb,4,3,2024-04-15 11:53:16,pros: The location was excellent very central.  Fabulous breakfasts - great choice! cons: 
3HB Faro,en-gb,2024-04-12,2024-04-14,couple,leisure,gb,3.59999990463257,2,2024-04-14 22:36:15,pros: Great breakfast loved the location very attentive staff cons: Simplify the light switches in the room
3HB Faro,en-gb,2024-04-06,2024-04-09,couple,leisure,gb,3.59999990463257,3,2024-04-13 18:35:46,"pros: We made very welcome and our cases were taken to our bedroom which was very spacious and well appointed. The hotel was in a very good situatoon to explire tge old town and go on boat trips to the islands and very nesr to Faro airport.

 There was a good choice of food for the buffet breakfast or we could order omelettes or poached eggs etc to be cooked to order. There was a fantastic view over Faro from the rooftop and we enjoyed swimming in the rooftop pool and sitting up there and had lunch outside the rooftop cafe. We also went to the downstairs restaurant twice and enjoyed the food. When it was my birthday we were given free desserts and sparkling wine. 

All the staff were friendly and helpful and our room was kept spotlessly clean. The receptionists ordered a taxi to take us to the airport. We would definitely stay again and recommend it to friends. cons: The plates were cold and the food could have been hotter for breakfast and the rooftop cafe. The food and plates in the downstairs restaurant were hot. The hotel was quite expensive but probably worth it for the luxury."
3HB Faro,en-gb,2024-04-07,2024-04-08,family_with_children,leisure,gb,4,1,2024-04-12 14:22:36,pros: Second time returning to this place because I liked it so much a first for me. 10-minutes from Faro airport to stay before heading to Vilamoura. Perfectly located amazing rooftop pool and spa - just great! cons: Nothing!
3HB Faro,en-us,2024-03-31,2024-04-04,couple,leisure,ca,4,4,2024-04-11 22:53:47,pros: Beautiful hotel!  They have thought of everything!  Spacious rooms excellent breakfast included beautiful common space pool area. Great location. Was a 5 star experience! cons: There was nothing we did not like. It was amazing!!
3HB Faro,en-gb,2024-03-31,2024-04-07,family_with_children,leisure,gb,4,7,2024-04-11 11:19:40,pros: Great breakfast comfortable room. Housekeeping excellent cons: Service around pool a little slow
3HB Faro,en-gb,2024-04-04,2024-04-06,couple,leisure,nz,4,2,2024-04-10 09:52:41,pros: Wonderful staff from the front desk to the breakfast team to housekeepers all doing a great job and very customer focused. cons: 
3HB Faro,en-us,2024-04-05,2024-04-06,solo_traveller,leisure,ca,4,1,2024-04-06 22:56:16,pros: Super clean and beautiful hotel. Staff was very accommodating and skilled in customer service. cons: 
3HB Faro,en-gb,2024-03-28,2024-04-02,couple,leisure,gb,4,5,2024-04-03 19:50:25,pros: Very modern. Well run. Staff very attentive. Food excellent. cons: Nothing.
3HB Faro,en-gb,2024-03-29,2024-03-30,couple,leisure,nl,3.59999990463257,1,2024-04-01 19:46:02,pros: Staffs’ hospitality and there commitments for their work were exceptional. Especially Mariana’s efforts to our requirements were truly appreciated. cons: 
3HB Faro,en-gb,2024-03-21,2024-03-22,couple,leisure,gi,4,1,2024-03-26 18:21:40,pros: Fabulous place to stay cons: Bit difficult to find hotel
3HB Faro,en-gb,2024-03-23,2024-03-25,family_with_children,leisure,au,4,2,2024-03-26 11:37:52,pros: Love Paulo Lobo's furnishings. Superb. cons: Perhaps a little rust appearing in places.
3HB Faro,en-gb,2024-03-15,2024-03-22,family_with_children,leisure,gb,4,7,2024-03-25 00:26:31,pros: The location was excellent and we were made to feel so welcome. All staff from reception restaurants/bars and housekeeping were so friendly and helpful. We would highly recommend this hotel to all our family and friends. cons: Nil.
3HB Faro,en-gb,2024-03-05,2024-03-19,couple,leisure,ro,4,14,2024-03-23 22:11:38,pros: staff was excellent respectful and they work like team .2024.perfect cons: nothing to complain about.
3HB Faro,en-gb,2024-03-21,2024-03-23,family_with_children,leisure,ie,4,2,2024-03-23 22:03:52,"pros: The food hotel staff and location was excellent. 

I would definitely recommend a visit to this fabulous hotel. cons: "
3HB Faro,en-gb,2024-03-18,2024-03-21,couple,leisure,ie,4,3,2024-03-23 13:24:43,pros: The breakfast was amazing and very well priced . The staff is excellent and the hotel is beautiful cons: We were in a beautiful room with a small balcony in room 116. The downside was that there was a ventilation noise which made it uncomfortable to spend time on the balcony or leave the window open at night
3HB Faro,en-gb,2024-03-20,2024-03-21,solo_traveller,business,gb,4,1,2024-03-22 08:56:28,pros:  cons: You could hear the water from the toilet upstairs dropping through the pipes in my bathroom. This happened throughout the night.
3HB Faro,en-gb,2024-03-18,2024-03-20,solo_traveller,leisure,pt,3.59999990463257,2,2024-03-21 10:33:03,"pros: The breakfast was superb - best I've had in a hotel in Portugal.
Rooms are amazing and feel more homely than most hotels. I love the little yellow sofa in the room (standard plus). 
The Habito restaurant was absolutely superb. It's fabulous to sit by the pool for lunch. cons: The food at the Italian restaurant was not great."
3HB Faro,en-gb,2024-03-09,2024-03-15,couple,leisure,ie,4,6,2024-03-19 12:06:22,"pros: Everything about this hotel is excellent - 
The overall design of the property from the ground floor to the roof-top bar and pool area are excellent-
The bedrooms are probably the best we ever stayed in for comfort and facilities - 
The breakfast every morning was exquisite and  to be looked forward to where the attention and friendliness of the staff was excellent  
5 star experience in a great 5 star hotel with a 5 star recommendation and will definitely return. cons: Nothing to report - everything was excellent -"
3HB Faro,en-gb,2024-03-08,2024-03-10,family_with_children,leisure,gi,4,2,2024-03-14 15:32:07,pros: Wide and varied choice.  Excellent quality. cons: 
3HB Faro,en-gb,2024-03-12,2024-03-13,couple,leisure,de,4,1,2024-03-14 10:07:31,pros: We loved everything. The room was clean and comfortable. The breakfast was one of the best we’ve ever had at a hotel. And the staff was super friendly and caring. cons: -
3HB Faro,en-gb,2024-02-22,2024-02-26,couple,leisure,ca,4,4,2024-03-13 22:17:53,pros: Staff were very helpful and welcoming! Breakfast was amazing - great selection and excellent staff. cons: 
3HB Faro,en-gb,2024-03-09,2024-03-11,couple,leisure,gb,4,2,2024-03-11 22:14:23,pros: Selection was excellent at breakfast. Something for everyone cons: A little too expensive considering other guests had been given significant discounts
3HB Faro,en-gb,2024-03-05,2024-03-07,family_with_children,leisure,gb,4,2,2024-03-10 00:25:09,pros: Staff were so friendly and helpful. Bedroom and public rooms were of a very high standard and immaculately clean. cons: 
3HB Faro,en-gb,2024-02-21,2024-02-24,family_with_children,leisure,ie,4,3,2024-03-08 21:14:20,"pros: The staff in this hotel are amazing what ever we asked for we got  nothing was to much trouble for them
Well done 3HB cons: "
3HB Faro,en-gb,2024-02-29,2024-03-03,family_with_children,other,gb,4,3,2024-03-08 13:01:39,"pros: Beautiful hotel lovely staff loved the roof top terrace and the spa was fantastic. 
Water supplied daily in the room at no extra cost was a lovely touch and the coffees too.
Such a clean hotel rooms were immaculate super comfy bed good shower and great products.
Breakfast was good and very reasonable.
Downstairs restaurant was cool DJ was playing nice wee tunes.
One of the best hotels we've stayed at will definitely stay here again if we come back to Faro  loved it! cons: Nothing"
3HB Faro,en-us,2024-03-02,2024-03-07,couple,leisure,ca,4,5,2024-03-08 08:17:12,"pros: Staff very friendly
Excellent service
Arranged trips cons: "
3HB Faro,en-gb,2024-02-25,2024-03-03,couple,leisure,gb,4,7,2024-03-07 14:43:16,pros:  cons: Everything was great my only suggestions would be coat hooks in the entrance way of the bedroom and better soundproofing between the bathroom and bedroom
3HB Faro,en-gb,2024-03-04,2024-03-06,couple,leisure,gb,4,2,2024-03-06 20:11:57,pros: Absolutely stunning hotel. Stylish comfortable wonderful breakfast lovely staff cons: Would have liked some more Portuguese options on the menu
3HB Faro,en-gb,2024-02-26,2024-03-01,couple,leisure,gb,4,4,2024-03-04 12:40:34,pros: Wonderful friendly staff excellent breakfast and lovely quiet location cons: Bit of a fiddle to work out how to use the light switches but gave us a laugh
3HB Faro,en-gb,2024-02-02,2024-02-05,family_with_children,leisure,ie,4,3,2024-03-04 00:40:07,pros: Location: The hotel was amazing the food was fantastic and staff exceptional and I will definitely come back . cons: Nothing
3HB Faro,en-gb,2024-02-26,2024-02-27,solo_traveller,leisure,gb,4,1,2024-03-02 17:50:18,pros: The room and facilities were amazing. Really modern design throughout and lovely extra touches in the room like the Nespresso coffee machine and the music speakers. The spa also had a great number of treatment options I had the reset massage which was delightful. Genuinely a lovely place to stay I would definitely stay again. Breakfast was already lovely lots of options and delicious! cons: Nothing the hotel exceeded my expectations.
3HB Faro,en-gb,2024-02-26,2024-03-01,couple,leisure,gb,4,4,2024-03-01 18:32:25,pros: This is an excellent hotel well located in the centre of Faro.  The staff are tremendously welcoming and helpful.  The room was comfortable and the breakfast was very good value. The complementary spa facilities also make this hotel a perfect base for a short stay in Portugal. cons: Na
3HB Faro,en-gb,2024-02-25,2024-02-26,couple,leisure,gb,4,1,2024-03-01 17:10:21,pros: The spa compact but excellent dinner down stairs was fresh and delicious  breakfast delivered a wide range of excellent food cons: I felt the staff were a little reserved butut in fairness my Portuguese is non existent
3HB Faro,en-gb,2024-02-27,2024-02-29,couple,leisure,in,4,2,2024-02-29 22:15:17,pros: Everything food rooms spa gym cons: Nothing
3HB Faro,en-gb,2024-02-25,2024-02-28,couple,leisure,de,3.59999990463257,3,2024-02-29 12:25:50,"pros: Hotel is very new and well thought through. There are many tiny details which make sense and make your stay very comfortable which is missing very often in the other hotels. 
Good breakfast selection personnel at breakfast was fast. Parking in the garage (extra fee) was easy. Gym is big enough. cons: I mean Faro is generally not the place to be in my opinion. The view from the hotel is therefore suicidal because of the city. But if you drive 20m away from faro you will discover great places again."
3HB Faro,en-gb,2024-02-24,2024-02-27,couple,leisure,gb,3.59999990463257,3,2024-02-28 09:46:07,pros: Beautiful hotel. Very clean and spacious. Comfortable. Great facilities and location. Staff were professional and exceptional. cons: 
3HB Faro,en-gb,2024-02-24,2024-02-26,family_with_children,leisure,gb,3.59999990463257,2,2024-02-27 18:38:12,pros: The hotel and the suite were fantastic.  The staff are a credit to the hotel. cons: Nothing.
3HB Faro,en-gb,2024-02-23,2024-02-25,family_with_children,leisure,gb,4,2,2024-02-27 10:35:35,pros: Hotel is very modern and has everything you need and want. Amazing soundproofing of the rooms. Great spa facilities. Amazing location and staff go above and beyond to ensure stress free stay. Food gorgeous too. Loved it from the start to the end. cons: Very trivial thing - hair dryer not very powerful and takes a while to dry hair. But this did not have any impact on my family time spent there!
3HB Faro,en-gb,2024-02-24,2024-02-26,couple,leisure,ie,4,2,2024-02-27 02:31:25,pros: Fabulous hotel well appointed   great facilities immaculately clean and every member of the team extremely friendly helpful and polite would give a higher rating if I could. I highly recommend staying here. cons: 
3HB Faro,en-gb,2024-02-16,2024-02-22,couple,leisure,ca,4,6,2024-02-26 16:22:26,pros: All good cons: 
3HB Faro,en-gb,2024-02-18,2024-02-21,couple,leisure,is,4,3,2024-02-26 13:41:14,"pros: Great hotel. All perfect.
Staff are very friendly. Will come back next time in Lisbon.
Even got a cake for my birthday. cons: "
3HB Faro,en-gb,2024-02-19,2024-02-21,solo_traveller,business,nl,4,2,2024-02-25 13:29:14,pros: Small details makes the hotel experience complete. The staff doing thier work perfectly. The restaurant is on the rooftop is excellent. Spa small but really very good. cons: everything so for prefect.
3HB Faro,en-gb,2024-02-17,2024-02-22,couple,leisure,ro,4,5,2024-02-24 21:45:27,"pros: The room was spacious quiet with comfy bed balcony good wifi quality amenities. 
Great spa with heated indoor pool with free access. There's another pool on the rooftop and a cozy seating area. 
The staff (especially those serving breakfast) were very polite and positive. Food was tasty.
Central location close to the main attractions many stores and restaurants. 
Only 10 min walk there's a ferry terminal where you can take a cheap ferry trip to the Faro Beach. cons: Maybe an iron would have been nice. But they offer laundry and ironing service for a charge."
3HB Faro,en-gb,2024-02-13,2024-02-20,couple,leisure,gb,3.59999990463257,7,2024-02-24 13:30:25,pros: Excellent staff led by Ana at reception who really tried to meet all requests with quick responses to everything. Superb breakfast with exceptional fruits and baked goods. Quiet location but central cons: The spa had no changing areas which made it inconvenient to use. And the hammam was noisy
3HB Faro,en-gb,2024-02-18,2024-02-22,family_with_children,leisure,nl,4,4,2024-02-23 11:03:33,pros: very nice employees good equipment wonderful breakfast cons: 
3HB Faro,en-us,2024-02-20,2024-02-22,family_with_children,leisure,us,4,2,2024-02-22 23:26:13,pros: This is a beautiful hotel in the center of Old Town. Services are excellent and the staff very resourceful. There is a nice outdoor pool that was open but too cold to use in February. We used the smaller indoor heated pool with the Turkish bath. cons: Nothing
3HB Faro,en-gb,2024-02-19,2024-02-22,family_with_children,leisure,gb,3.59999990463257,3,2024-02-22 23:02:02,pros: Superb stylish and well located. The staff were brilliant so friendly and helpful. cons: My pillow was a bit lumpy but this was a very small thing in the scheme of things.
3HB Faro,en-gb,2024-02-16,2024-02-19,couple,leisure,gb,3.59999990463257,3,2024-02-20 11:50:47,"pros: + beautiful hotel. The décor furniture facilities and features were all great 
+ helpful and polite team 
+ great view from the private rooftop bar and pool 
+ speaker in the room was helpful for connecting to with Bluetooth
+ breakfast variety was good cons: - would have preferred a note left in the room after the turn down team visited we assumed this was happening each evening after we noticed the glasses had been replaced and towels folded. But strangely enough they did not loosen the bedding 
- could have done with a water dispenser or fridge in the spa really needed it after sitting in the sauna for 20mins
- the steam room was unbearable to sit in for more than 5mins 
- undecided if the concrete column in the room was annoying or not. Recognise it is probably required for the structural integrity of the building but felt strange it being in the middle of the room dividing it and blocking the entire view of the window from the bed"
