hotelName,language,checkinDate,checkoutDate,tripType,tripPurpose,country,rating,numOfDaysStay,reviewDate,reviewText
1908 Lisboa Hotel,en-gb,2022-05-19,2022-05-20,review_category_group_of_friends,leisure,hk,3.59999990463257,1,2022-05-24 20:03:02,pros: The staff is very nice and very helpful. Room was very clean.  Breakfast is ok. cons: usb wall plug only on one side of the bed
1908 Lisboa Hotel,en-gb,2022-05-07,2022-05-12,couple,leisure,gb,3.59999990463257,5,2022-05-20 11:43:10,"pros: Excellent bathrooms comfy bed with good sheets. 
Good restaurant and bar. 
Excellent staff they gave us maps and recommendations and even booked us a sail boat trip cons: There was a small problem with our bathroom so for one night they gave us keys to another room and the next day it was fixed. We got some complementary drinks at the bar too. So not a problem at all."
1908 Lisboa Hotel,en-gb,2022-05-12,2022-05-15,couple,leisure,gb,3.59999990463257,3,2022-05-19 14:56:15,pros: Breakfast was fantastic. We had dinner one night too and it was lovely. cons: Nowhere to sit or lounge inside the hotel.
1908 Lisboa Hotel,en-gb,2022-05-13,2022-05-17,couple,leisure,gb,4,4,2022-05-18 11:01:20,pros: Beautiful hotel in a fabulous flat location great for proximity to Metro. The hotel staff were the best. cons: 
1908 Lisboa Hotel,en-us,2022-05-07,2022-05-11,review_category_group_of_friends,leisure,ca,4,4,2022-05-11 22:28:25,pros: Great location superb staff lovely hotel cons: nothing
1908 Lisboa Hotel,en-gb,2022-04-27,2022-04-28,couple,leisure,il,3.59999990463257,1,2022-05-03 00:05:37,"pros: 1.The service given by the staff is simply outstanding. I travel a lot and this degree of service is rare. 
2. The room was spacious modern clean and well maintained.
3. The old building - originally beautiful - was brilliantly refurbished and the interior design is beautiful. cons: The location is not ideal but with Taxis being cheap and abundant in Lisbon it's no big deal."
1908 Lisboa Hotel,en-gb,2022-04-23,2022-04-26,couple,leisure,gb,3.59999990463257,3,2022-04-30 13:15:20,"pros: The breakfast was wonderful. My girlfriend loved it too. While leaving I told the reception that I would have liked cooked mushrooms in the breakfast  and he pointed out that 'cooked vegetables' was on the menu and it contained mushrooms. I wish I had realised that... but not to worry the breakfast was great. Particularly liked the poached Pears which I had for the first time in my life.
The building was such a wonderful Art Deco building. My Girlfriend fell in love with the Building cons: "
1908 Lisboa Hotel,en-us,2022-04-22,2022-04-27,couple,leisure,us,4,5,2022-04-28 01:42:31,pros: Delicious rotating buffet options and a small perfectly satisfying and fresh made to order menu. Sparkling water wine coffee and fresh juice buffet. cons: Nothing I loved it here
1908 Lisboa Hotel,en-us,2022-04-22,2022-04-23,couple,leisure,us,4,1,2022-04-24 09:57:24,pros: We loved everything about 1908 Lisboa! The location was central but not close to all the tourist heavy areas. So it was quiet at the right moments. The staff are so helpful and lovely. The breakfast spread is delicious and full of local delicacies including local artisanal cheeses fresh juice pastries bread fruit quiche and more. We enjoyed it so much that we booked another night on our return from Algarve. cons: 
1908 Lisboa Hotel,en-gb,2022-04-19,2022-04-20,couple,leisure,gb,4,1,2022-04-20 22:15:54,pros: Beautiful building good location exceptionally friendly knowledgeable and helpful staff. Very comfortable bed really nice breakfast. cons: 
1908 Lisboa Hotel,en-us,2022-04-14,2022-04-16,review_category_group_of_friends,leisure,ca,3.20000004768372,2,2022-04-20 13:44:21,pros: Breakfast was excellent cons: Wifi disconnected when left and did not automatically reconnect when returned.
1908 Lisboa Hotel,en-gb,2022-04-12,2022-04-17,couple,leisure,ch,4,5,2022-04-17 23:57:34,pros: very nice facilities and great breakfast buffet! cons: a little bit expensive but worth it
1908 Lisboa Hotel,en-gb,2022-03-28,2022-04-01,couple,leisure,il,3.20000004768372,4,2022-04-06 20:51:12,"pros: The service was great the breakfast is good. The rooms are very clean. Historic building  really well restored and designed.
Location is comfortable near the metro and in walking distance to center. cons: Some rooms are really small. Upgrade to a bigger room if you want to enjoy"
1908 Lisboa Hotel,en-gb,2022-04-02,2022-04-05,couple,leisure,gb,3.59999990463257,3,2022-04-06 00:16:57,"pros: Lovely staff excellent breakfast with good choice of options.
Lovely room overlooking the square cons: Nothing at all"
1908 Lisboa Hotel,en-us,2022-03-22,2022-03-25,couple,business,us,4,3,2022-04-05 20:10:17,pros: This property was so much fun--very accessible not fancy but everything was tasteful and nice. Our check-in process started with free drinks and a host spending 30 minutes with us laying out activities for the next 3 days with maps suggestions and even a WhatsApp link straight to him if we were ever stuck or needed advice. Incredibly helpful. But beyond that the property was beautifully executed. Major installations from prominent Lisboa artists across the property wonderful mash-up of old and modern architecture. The bar's drinks were expertly made (best mojito ever) breakfasts were delicious. Everyone on staff focused on making sure we were happy and having a blast. Easily the best hotel we have ever chosen across the European continent. cons: Nothing--we wouldn't have changed a thing. We were very sad to leave.
1908 Lisboa Hotel,en-gb,2022-03-25,2022-03-28,couple,leisure,gb,3.59999990463257,3,2022-04-01 13:41:26,pros: Staff were super friendly and helpful the room very comfortable and tasteful and the bathroom was excellent too. cons: Nothing really - there was quite a lot of people noise during the night so we had to close our window
1908 Lisboa Hotel,en-gb,2022-03-27,2022-03-31,couple,leisure,gb,3.59999990463257,4,2022-04-01 10:18:22,pros: Breakfast was excellent. The room was well finished and a nice environment. The loction is a little out of the city but within easy walking distance. The staff were excellent. cons: The resturants opposite were often noisy into the early hours of the morning.  The room would benefit from a little more clothes storage.
1908 Lisboa Hotel,en-gb,2022-03-26,2022-03-31,couple,leisure,gb,3.20000004768372,5,2022-03-31 23:43:37,"pros: Very comfy beds . Cleanliness and decor was lovely . Staff were polite and helpful . cons: Extremely noisy if staying on a Saturday night if facing back onto the square . Music and street noise until 5am.
Not a lot of storage facilities in the bedroom"
1908 Lisboa Hotel,en-gb,2022-03-25,2022-03-30,family_with_children,leisure,de,4,5,2022-03-30 22:13:07,pros: the nicest most hospitable employees of all time especially Andre! cons: 
1908 Lisboa Hotel,en-gb,2022-03-27,2022-03-29,couple,leisure,gb,4,2,2022-03-30 09:55:14,"pros: The staff were brilliant and so friendly and welcoming!

We were given a room upgrade and greeted with sparkling wine and a cake for my partners birthday!

The breakfast was fantastic - very fresh and lots to choose from and they even brought a cake with a candle on my partners birthday and even sang which I thought was fab!

The rooms were brilliant the food and the drinks! 

The hotel was walking distance to a lot of things and it was situated by a couple of cafes / bars which were cool and such good value! 

It was perfect and I would highly recommend staying here and when I return to Lisbon I shall be staying here again!

:) cons: Nothing to not like!"
1908 Lisboa Hotel,en-gb,2022-03-22,2022-03-27,couple,leisure,gb,3.59999990463257,5,2022-03-27 22:16:19,pros: the decor . the rooms where comfortable and clean . staff on reception very welcoming and informative . cons: 
1908 Lisboa Hotel,en-gb,2022-03-21,2022-03-25,couple,leisure,ie,3.20000004768372,4,2022-03-27 21:08:39,"pros: Reception staff were amazing…welcoming and very informative cons: television not working on check in and still wasn’t fixed after 4 day stay.
had to go to reception 3 times as tea/coffee were not re-filled in the room"
1908 Lisboa Hotel,en-gb,2022-03-18,2022-03-21,couple,business,gb,3.59999990463257,3,2022-03-25 20:29:29,pros: The staff were amazing especially the bar staff and the team on reception so helpful and really knowledgeable. Just amazing cons: There was nothing we did not like - but it would have been nice to have a mini bar in the room and some milk to enjoy the amazing coffee . But on the whole it was amazing
1908 Lisboa Hotel,en-gb,2022-03-18,2022-03-23,couple,leisure,gb,3.20000004768372,5,2022-03-23 22:25:28,"pros: The staff throughout the hotel were excellent. Breakfast was very good plenty of choice both on buffet and hot dishes. cons: Had to log into Wi-Fi each day sometimes more than once.
Room was a little small total lack of anything to unpack clothes into. Only 5 hangers for two people. I hate living out of a case."
1908 Lisboa Hotel,en-us,2022-03-19,2022-03-21,solo_traveller,leisure,us,4,2,2022-03-23 14:15:35,pros: Great breakfast up and coming neighborhood that’s gentrifying. Execellent front desk staff very accommodating friendly and communicative. cons: 
1908 Lisboa Hotel,en-gb,2022-03-10,2022-03-13,couple,leisure,nl,4,3,2022-03-17 15:55:48,pros: Big nice and healthy breakfast. Modern hotel. Comfy beds! Staff is very friendly. And they cN make some very nice cocktails! cons: I missed a small fridge and a closet to hang my clothes.
1908 Lisboa Hotel,en-gb,2022-03-14,2022-03-15,solo_traveller,leisure,gb,4,1,2022-03-16 19:52:36,pros: the property is clean modern with unique artistic fare set in a historic building ! cons: 
1908 Lisboa Hotel,en-gb,2022-03-11,2022-03-14,couple,leisure,hu,4,3,2022-03-16 11:37:09,pros: Room was stylish and practical breakfast was exceptional staff was friendly and super-helpful. cons: 
1908 Lisboa Hotel,en-gb,2022-03-05,2022-03-08,couple,leisure,ie,3.20000004768372,3,2022-03-10 13:39:40,"pros: The room was spacious beautiful windows on the first floor opening out to a public courtyard. We enjoyed hearing the beats from the bar below  as well as the outdoor live music that goes on till late on Saturday night in the courtyard. 
Staff were friendly and helpful particularly Jorge Katharina at front desk and Vitor at the restaurant
Breakfast had lots of choices - nuts fruits freshly cooked eggs birchers muesli even sparkling wine
The location of the hotel is on a square a short walk downtown and 1 minute away from the metro green line and tram 28 with budget Indian restaurants on the side street nearby. Good Portuguese restaurants nearby like Romero and Portugalia. We also did a walking tour with Antonio from Guruwalk and it was fab. cons: "
1908 Lisboa Hotel,en-gb,2022-02-26,2022-02-28,family_with_children,leisure,ie,4,2,2022-03-09 23:40:08,pros: The breakfast was amazing. The staff were really helpful! cons: 
1908 Lisboa Hotel,en-gb,2022-02-26,2022-03-05,couple,leisure,gb,4,7,2022-03-05 23:28:14,pros: Staff are absolutely fantastic. Breakfast was varied and lovely cooked items as well. Dined one evening in the hotel as well highly recommended. Andre at the front desk was very helpful with organising trips and giving advice. cons: 
1908 Lisboa Hotel,en-gb,2022-02-25,2022-02-28,couple,leisure,gb,3.59999990463257,3,2022-03-04 13:30:18,pros: The staff were friendly and helpful. The look and design of the hotel fantastic . Brilliant breakfasts and good menu in the bar . Good location close to 2 metros and a pleasant 20 minute walk to seafront and Alfama district . cons: No milk with the tea/coffee in the room but I’m sure we would’ve been given some if we’d asked .
1908 Lisboa Hotel,en-gb,2022-02-25,2022-03-01,couple,leisure,es,3.59999990463257,4,2022-03-03 16:58:19,pros: Cool building. Nice little area cons: Street is busy with traffic
1908 Lisboa Hotel,en-gb,2022-02-15,2022-02-18,couple,leisure,ch,4,3,2022-03-01 15:29:04,pros: Nice design comfortable bed and bathroom with great location walkable to main areas in the city. we never had to take public transportation! (though we do love walking) Staff were super friendly and helpful. also love the breakfast which has great variety at the buffet and then we could order egg dishes pancakes and other vegetables to be freshly made. What more to ask for?! cons: 
1908 Lisboa Hotel,en-gb,2022-02-21,2022-02-24,couple,leisure,ie,4,3,2022-02-24 22:10:40,pros: Staff were amazing so friendly and helpful. Went above and beyond to accommodate us during our stay. The building itself is beautiful. Excellent location to explore the city. The room wa beautiful incredibly comfy bed! And the breakfast was delicious cons: Nothing everything was perfect!
1908 Lisboa Hotel,en-us,2022-02-19,2022-02-20,couple,leisure,us,4,1,2022-02-23 23:02:21,pros: ambience staffs hospitality spot on. Andre also super helpful as well God bless your heart cons: 
1908 Lisboa Hotel,en-gb,2022-02-18,2022-02-21,couple,leisure,gb,4,3,2022-02-21 22:09:26,pros: staff were so helpful and lovely building itself is gorgeous unique amenities great view from the room breakfast was tasty & with loads of choice. Mostly just the vibe was so perfect for us very cool artwork bar had a nice crowd in and the rooms were stylish. Can’t wait to come back! cons: 
1908 Lisboa Hotel,en-gb,2022-02-16,2022-02-17,couple,leisure,gb,4,1,2022-02-21 12:36:59,pros: My partner and I had the most incredible stay at 1908 Hotel Lisbon this February. The staff could not have been more helpful and welcoming. A particular mention must go to Jorge who went above and beyond to make our stay extra special. Breakfast was delicious. There was a wide variety of food and beverages on offer - the scrambled egg and smoked salmon was something to remember! The customer service at breakfast again was fantastic they could not have been more attentive. Our room had the most beautiful view on to the square which you could see the castle in the distance. We loved every minute of our stay - a holiday to remember. cons: 
1908 Lisboa Hotel,en-gb,2022-02-12,2022-02-19,couple,leisure,de,4,7,2022-02-20 11:16:35,"pros: Extremely friendly and helpful staff
Great breakfast
Walking distance to every place of interest cons: -"
1908 Lisboa Hotel,en-gb,2022-02-12,2022-02-13,couple,leisure,nl,3.20000004768372,1,2022-02-14 20:23:04,pros: Great service very friendly staff delicious breakfast cons: Lot of noise from people partying in the streets
1908 Lisboa Hotel,en-gb,2022-02-03,2022-02-06,solo_traveller,leisure,nl,3.20000004768372,3,2022-02-07 08:03:07,pros: Staff good beds breakfast cons: Very noisy outside two nights. Street musicians until 1:00 AM couldn't sleep.
1908 Lisboa Hotel,en-gb,2022-01-25,2022-01-29,couple,leisure,gb,3.59999990463257,4,2022-01-29 22:41:53,"pros: Flowless vintage hotel with a beautiful building fabric. The restoration of the building couldn't have been done better. Beautiful dining room. Regular size rooms. Impressive and very well finished marble bathrooms with black vintage-like plumbing. 

Whilst not right in the center being Lisboa a very walkable city this becomes meaningless.

Very easy and friendly check-in with some well thought perks for the guests such as Google maps layers with many itineraries. Breakfast including a-la-minute kitchen options exceeded expectations. 

Vibrant and lively atmosphere in the little square where it is. Perhaps a bit noisy but no annoyance whatsoever when in the room.

I would definitely recommend this hotel. cons: Nothing really everything was spot-on"
1908 Lisboa Hotel,en-gb,2022-01-20,2022-01-24,couple,leisure,gb,4,4,2022-01-24 22:41:03,pros: Stylish and attention to detail of fit out. Food and drink excellent. All the team were brilliant friendly super helpful. Cannot praise them enough! cons: Nothing.
1908 Lisboa Hotel,en-us,2022-01-15,2022-01-16,couple,leisure,us,4,1,2022-01-16 23:29:42,pros: Very helpful friendly and welcoming staff! Great location and super cool updated facilities. Will recommend to anyone visiting Lisbon! cons: 
1908 Lisboa Hotel,en-gb,2022-01-10,2022-01-11,couple,leisure,de,4,1,2022-01-16 01:38:37,pros: great room very comfortable. awesome breakfast. extremely helpful staff cons: 
1908 Lisboa Hotel,en-us,2024-10-19,2024-10-22,family_with_children,leisure,us,2.79999995231628,3,2024-10-23 03:40:41,pros: We liked the staff's enthusiasm and their fair and polite treatment of the guests. cons: No twin beds were available at the time of arrival. The staff offered two rooms both with one single queen bed.
1908 Lisboa Hotel,en-gb,2024-10-08,2024-10-09,solo_traveller,leisure,ca,2,1,2024-10-09 22:48:01,pros: Nice staff and beautiful building and great rooms cons: Location is awful. Off of a very busy street lots of noise ambulances going by and tens if not hundreds of young men hang out in the area and nearby square making it feel unsafe.
1908 Lisboa Hotel,en-us,2024-08-12,2024-08-14,couple,leisure,us,2.79999995231628,2,2024-08-18 18:22:03,"pros: The Staff was super helpful in many ways.  The day time clerk recommended and outlined a self tour of the city and it was perfect. 
Breakfast was wonderful with lots of options. 
They had parking available. cons: We never got a remote for the TV -(asked 2x) not the biggest deal but...
I am well traveled but did not feel super comfortable walking alone in the neighborhood at night."
1908 Lisboa Hotel,en-gb,2024-07-11,2024-07-13,solo_traveller,leisure,pt,1.20000004768372,2,2024-07-13 10:29:12,pros: Design was good cons: To arrive w car is not an option! Tje dtaff was unfriendly especially the guy at breakfsst!! Do NOT go there..
1908 Lisboa Hotel,en-gb,2024-06-21,2024-06-25,couple,leisure,gb,2.79999995231628,4,2024-06-29 16:23:46,pros: Breakfast excellent. cons: 
1908 Lisboa Hotel,en-gb,2024-06-15,2024-06-17,solo_traveller,leisure,au,2.79999995231628,2,2024-06-17 22:30:45,pros: The reception staff were excellent. Extremely welcoming helpful and friendly. The complimentary welcome pastel de nata were an appreciated nice touch! I had a spacious room which was also quiet and comfortable so no complaints at all there. cons: The only issue is really the location and that is the one thing that has brought down my review. The area is pretty unsavoury and I have to say as a solo female traveller - returning to the hotel following dinner in the evening was a pretty unpleasant experience.
1908 Lisboa Hotel,en-gb,2024-05-12,2024-05-14,couple,leisure,ca,2.79999995231628,2,2024-06-10 16:33:39,pros:  cons: Breakfast could be better
1908 Lisboa Hotel,en-gb,2023-10-06,2023-10-10,couple,leisure,gb,2,4,2023-10-10 22:05:02,pros: Staff were amazing cons: The noise on both sides over weekend made sleeping impossible
1908 Lisboa Hotel,en-gb,2023-09-13,2023-09-15,family_with_children,leisure,gb,2.40000009536743,2,2023-09-16 07:04:37,pros: On arrival very warm welcome by hotel staff. Loved the breakfast. Beautiful building and artwork. Good location. Friendly staff. cons: The room was very small for the price and had broken toilet toilet roll holder which although we complained was not addressed by staff. Cleaner hadn’t cleaned room on return to hotel late afternoon. Had to request and wait for over an hour to be cleaned still hadn’t replaced dirty cups/glasses which was frustrating for a short stay - not even offered free drink whilst waiting.
1908 Lisboa Hotel,en-us,2023-08-25,2023-08-26,review_category_group_of_friends,leisure,sa,0.400000005960464,1,2023-08-26 20:26:48,"pros: The friendly of the staff that’s it. cons: Extremely Unhygienic we arrived with hair or our supposedly new bed sheets and once they were changed hair was still on the sheets 

Bathroom was moldy and unclean

The room Dusty 

And bathrooms in the lobby was disgustingly dirty"
1908 Lisboa Hotel,en-us,2023-07-02,2023-07-05,review_category_group_of_friends,leisure,us,2.79999995231628,3,2023-07-12 13:25:35,pros:  cons: Location has good and bad things
1908 Lisboa Hotel,en-gb,2023-07-06,2023-07-07,couple,leisure,pt,2.40000009536743,1,2023-07-07 18:05:15,"pros: Staff were very friendly and helpful. cons: Location is not good (degraded building nearby);
Rooms were small;
Breakfast is poor with very limited choices;
Hotel decor is weird (but this is a personal taste)."
1908 Lisboa Hotel,en-gb,2023-05-29,2023-06-02,couple,leisure,mx,2.79999995231628,4,2023-06-06 19:40:53,pros:  cons: Location was very bad the hotel is in a neighborhood full of muslims and indians the area is not pretty. It is near the center. I don´t recommend this area.
1908 Lisboa Hotel,en-gb,2023-05-22,2023-05-24,solo_traveller,business,es,2.40000009536743,2,2023-05-25 09:29:26,pros: The hotel is nice when you travel as a tourist. The food in the restaurant is fantastic cons: The room didn´t have a wardrove to hang clothes. The table to wok had to indirect light and you had to use the lights of the room which were not very good. They charged 15 euros for room service when I already paid 280 euros for the room for one night. The location is not the best either for those prices.
1908 Lisboa Hotel,en-us,2023-05-18,2023-05-19,family_with_children,leisure,us,0.400000005960464,1,2023-05-23 18:35:31,"pros: very cool architecture & design

staff beyonf lovely cons: the deadbolt in our room did not lock.  staff could not do anything to fix it.  My daughter & I did not feel comfortable. As a result I was up most of the night. This was not a positive experience."
1908 Lisboa Hotel,en-gb,2023-05-06,2023-05-08,couple,leisure,gb,2.79999995231628,2,2023-05-09 03:56:56,pros: clean room and nice design overall. we also received free drinks at the bar which was a great gesture. the staff were also friendly. cons: the hotel is great but the surrounding area felt unsafe due to groups of people loitering around the property especially in the evening. it was a very modern and pretty building but feels like it doesn’t fit in with the area which is quite run down.
1908 Lisboa Hotel,en-gb,2023-05-04,2023-05-06,couple,leisure,za,1.60000002384186,2,2023-05-06 23:10:58,"pros: Breakfast cons: Location
Bathroom needed maintenance - Door stuck in floor / no towel rails or hooks / no shelving in shower for soap and shampoo (had to put on floor) / shower - hand shower switch stuck / basin plug stuck"
1908 Lisboa Hotel,en-us,2023-03-19,2023-03-23,solo_traveller,leisure,us,2.79999995231628,4,2023-03-25 08:40:18,pros: friendly staff and sumptuous breakfast included cons: overpriced given its location and its modest amenities not much around it so expect to walk a lot or use taxis or Uber
1908 Lisboa Hotel,en-gb,2022-12-31,2023-01-03,couple,leisure,us,2.40000009536743,3,2023-01-05 20:43:29,"pros: The staff was very friendly. The house the hotel is located in is very pretty and the rooms are nice if the quality of the work isn't considered in detail. The location of the hotel is good as well. cons: The price (300 € per night) isn't justified by the quality of service and the selection of food. E.g.white wine glasses for the red wine. Every morning the identical breakfast buffet.
Loose bathroom installations."
1908 Lisboa Hotel,en-gb,2022-10-09,2022-10-12,couple,leisure,gb,2.79999995231628,3,2022-10-12 22:45:39,pros: staff were excellent breakfast very good. cons: 1st floor room too noisy but staff excellent and changed room.  Rooms a bit small and no mirror in bedroom.
1908 Lisboa Hotel,en-gb,2022-09-26,2022-09-29,couple,leisure,nl,2.79999995231628,3,2022-10-01 23:23:32,pros: The hospitality was good. cons: The breakfast isn’t superior for the money you pay. Also it took ages before you cup of tea arrives. In the room there isn’t a space to hang your towel on it.
1908 Lisboa Hotel,en-us,2022-09-05,2022-09-09,couple,leisure,ca,2.79999995231628,4,2022-09-20 09:19:20,pros: Building is interesting architecture. Room is modern design. excellent breakfast and location is very walkable. cons: Some staff in cafe not very welcoming nor friendly. Hotel desk staff were great. The staff in the outside bar were very good.
1908 Lisboa Hotel,en-us,2022-07-10,2022-07-11,couple,leisure,us,2.79999995231628,1,2022-07-12 11:20:49,pros:  cons: Small rooms and overpriced but centrally located.
1908 Lisboa Hotel,en-us,2022-06-25,2022-06-26,family_with_children,leisure,us,2.40000009536743,1,2022-06-30 22:34:41,pros: The beautiful building and the restaurant and bar were very cool. cons: our room was tiny with no closet. The bed was very comfortable but the room was not big enough for two people. It was expensive considering the size and lack of storage. Hangers on the wall????
1908 Lisboa Hotel,en-gb,2022-06-05,2022-06-10,solo_traveller,business,mt,2.79999995231628,5,2022-06-23 00:07:03,pros: The hotel is cool... there's a mix of old world charm and a cutting-edge new design aesthetic which is apropos to Lisboa! The location isn't great but there are a few nice cafes and bars around. cons: The room is on the smaller side and there isn't even a wardrobe. For this amount of tariff one would expect a wardrobe or basic closet... There was just a make-do hanger on the wall. The hotel charged me twice and it took a few days to sort out this issue but they were courteous about the whole thing...
1908 Lisboa Hotel,en-gb,2022-05-28,2022-05-30,solo_traveller,leisure,ch,2.79999995231628,2,2022-06-06 11:46:55,pros: Very friendly and polite service. Breakfast was excellent big choice and good quality. The room was clean and well renovated. cons: It is at least 15 minutes away from the center and located on a very loud road. There was no wardrobe in the room because the room is small so you need to keep the stuff in the luggage which makes the hotel pleasant only for a short visit. Overall it is overpriced as besides the room and a bar-restaurant there's nothing else in a hotel no other facilities that generally go with a 4* hotel
1908 Lisboa Hotel,en-us,2022-04-20,2022-04-23,couple,leisure,us,2.79999995231628,3,2022-04-27 17:01:31,"pros: The renovation of an old building is Beautiful.
The restaurants on the first floor good prices and good food and the breakfast was good. cons: I’m my opinion the location of the hotel is not in the historic center. it’s on the edge or outside very close to the historic center but we didn’t feel safe walking in its surroundings."
1908 Lisboa Hotel,en-gb,2022-03-18,2022-03-21,couple,leisure,gb,2.79999995231628,3,2022-03-23 16:01:30,"pros: Reception staff are extremely helpful and friendly. Beautiful building modernised recently. cons: No storage space expect to live out of your suitcase.
Breakfast service very hit and miss asked twice for tea and didn't get it.
Eggs benedict served virtually raw.
Water pipes make an awful noise when the water is being used in other rooms."
1908 Lisboa Hotel,en-us,2023-06-12,2023-06-13,solo_traveller,leisure,us,4,1,2023-06-13 22:03:12,pros: Gorgeous property. The staff was so kind and helpful. cons: Nothing the guest services were outstanding!
1908 Lisboa Hotel,en-us,2022-10-02,2022-10-03,solo_traveller,leisure,us,4,1,2022-10-04 14:08:14,"pros: I knew I would be  arriving before check-in time and had assurances from the staff that they would try to accommodate me.  When I arrived they offered to store my bag let me sit in the bar and brought me a latte and banana cake.  My room was ready with my luggage in it by the time I finished.  I was also given a card for two complimentary drinks.  I felt welcome and valued.

The hotel is in a beautiful art deco building in a small plaza with several good cafes.  The artwork is camp and intriguing.  And the staff without fail were friendly and knowledgeable. cons: I have no complaints."
1908 Lisboa Hotel,en-us,2022-09-06,2022-09-11,couple,leisure,us,4,5,2022-09-20 22:38:37,pros: 1908 exceeds the advertised expectations.  Upscale art forward attention to detail and an amazing staff. The breakfast were exceptional and the creativity from the bar - thank you Marcos Dias! cons: 
1908 Lisboa Hotel,en-gb,2023-07-16,2023-07-20,couple,leisure,ie,2,4,2023-07-25 09:16:10,pros: Staff so helpful cons: Area
1908 Lisboa Hotel,es,2024-12-31,2025-01-03,couple,leisure,es,4,3,2025-01-03 22:28:12,pros: Los detalles de bienvenida la decoración y el servicio. Excelente desayuno. cons: La ubicación.
1908 Lisboa Hotel,es,2024-12-13,2024-12-15,couple,leisure,es,4,2,2024-12-19 12:22:39,pros: A pesar de que no está en el mejor barrio de Lisboa recomiendo 100% este alojamiento. El personal es súper amable y de trato exquisito nos hicieron la ruta de visitas para cada día de estancia nos invitaron a una consumición del restaurante INFAME y como la habitación no se ocupaba en nuestro día de salida nos permitieron usarla hasta las 8 pm que es cuando cogíamos el avión en fin nunca nos habían tratado igual estamos muy agradecidos. Por otro lado el desayuno es excelente con productos de calidad y abundante; y en cuanto a la habitación muy confortable. cons: NADA
1908 Lisboa Hotel,pt-pt,2024-10-14,2024-10-16,couple,leisure,br,3.59999990463257,2,2024-10-20 15:38:21,pros: exelente cons: distante do centro historico
1908 Lisboa Hotel,es,2024-09-04,2024-09-06,couple,leisure,es,3.59999990463257,2,2024-09-07 22:46:36,pros: El recibimiento fue como en ningun Hotel me han recibido de esta forma un trato personalizado y muy agradable Chapo por el Señor Andres  y el resto de personal todos muy dispuesto a que estes a gusto que nos trato con encanto el Hotel muy bonito Limpio habitaciones buenas y acojedoras y centrico en definitiva un 10 Chapo!!!! cons: 
1908 Lisboa Hotel,es,2024-08-28,2024-08-30,couple,leisure,es,4,2,2024-08-31 13:21:22,pros: El personal de recepción super amable y los cuartos impecables. cons: 
1908 Lisboa Hotel,es,2024-08-19,2024-08-22,couple,leisure,es,3.59999990463257,3,2024-08-27 21:43:02,pros: Amabilidad servicio y limpieza cons: No tener prioridad para cenar en el restaurante del hotel al ser clientes
1908 Lisboa Hotel,es,2024-08-18,2024-08-22,couple,leisure,es,4,4,2024-08-22 22:12:56,pros: Excelente atención del personal cons: 
1908 Lisboa Hotel,es-mx,2024-08-18,2024-08-22,family_with_children,leisure,mx,4,4,2024-08-22 22:07:54,pros: Todo expectacular cons: El lunch box la comida no estuvo buena
1908 Lisboa Hotel,es,2024-05-05,2024-05-07,couple,leisure,cl,4,2,2024-05-07 22:23:50,pros: El personal es extremadamente amable muy buen desayuno muy limpio y funcional me sorprendió gratamente este hotel  muchas gracias. cons: Ruido exterior pero no depende del hotel.
1908 Lisboa Hotel,es,2024-04-16,2024-04-19,couple,leisure,es,3.20000004768372,3,2024-04-21 13:50:47,pros: La amabilidad del personal cons: No tiene armario en algunas habitaciones nos cambiaron a otra más grande pero con poca luz
1908 Lisboa Hotel,es,2024-04-04,2024-04-07,family_with_children,leisure,mx,3.20000004768372,3,2024-04-11 15:41:03,pros: es bonito el lugar. cons: la habitación es mu pequeña para 2 personas de viaje solicite una con 2 camas y me dieron una con cama matrimonial. hay mucho ruido toda la noche  la zona no es muy bonita.
1908 Lisboa Hotel,es,2024-03-27,2024-03-31,couple,leisure,es,4,4,2024-04-01 08:12:17,pros: Ubicación y personal cons: 
1908 Lisboa Hotel,es,2024-02-11,2024-02-13,couple,leisure,es,3.59999990463257,2,2024-02-14 17:31:57,pros: La habitación con un gran baño el personal de recepción muy atento a cualquier necesidad. El desayuno es bueno y la ubicación tiene buena comunicación. cons: Aunque la ubicación es buena la zona está algo degradada. Pero tampoco sentimos inseguridad.
1908 Lisboa Hotel,es,2024-01-16,2024-01-17,family_with_children,leisure,es,3.59999990463257,1,2024-01-23 11:36:25,pros: El desayuno increíble mucha atención por parte del personal de recepción welcome drink las habitaciones con suficiente espacio para pasar un par de días. Los detalles en la habitación nos conquistaron. Un hotel super recomendable. cons: El barrio es poco portugués al estar inmerso en un ghetto de inmigración. Pero todo es seguro y la gente amable estando muy bien comunicado a pie con todos los puntos más céntricos
1908 Lisboa Hotel,pt-pt,2024-01-10,2024-01-13,couple,leisure,ru,4,3,2024-01-13 22:03:09,pros: Все! cons: 
1908 Lisboa Hotel,es,2023-12-22,2023-12-24,couple,leisure,es,4,2,2023-12-25 23:04:44,pros: El trato recibido el desayuno y la limpieza de la habitación. cons: El ambiente de las inmediaciones al hotel.
